01/07/2020,311 Lakeshore Dr,Montezuma,GA,31063,Homeowner,Macon
01/07/2020,3212 Brailsford Avenue,Brunswick,GA,31520,Homeowner,Glynn
01/07/2020,119 Huntington Place,Macon,GA,31210,Homeowner,Bibb
01/07/2020,8088 Gilliam Ct,Columbus,GA,31904,Homeowner,Muscogee
01/07/2020,10839 English Rd,Hampton,GA,30228,Homeowner,Clayton
01/07/2020,6 Sheridan Dr,Savannah,GA,31406,Homeowner,Chatham
01/07/2020,399 Dunleven Manor Walk,Lawrenceville,GA,30043,Homeowner,Gwinnett
01/07/2020,6613 Windvane Point,Clermont,GA,30527,Homeowner,Hall
01/07/2020,2484 Brianna Dr,Hampton,GA,30228,Homeowner,Clayton
01/07/2020,3280 Tiara Cir Sw,Atlanta,GA,30311,Homeowner,Fulton
01/07/2020,1647 Red Fox Run Sw,Lilburn,GA,30047,Homeowner,Gwinnett
01/07/2020,432 Gerrells Rd,Cleveland,GA,30528,Homeowner,White
01/07/2020,2825 Harcourt Drive,Locust Grove,GA,30248,Homeowner,Henry
01/07/2020,146 Greystone Dr,Guyton,GA,31312,Homeowner,Effingham
01/07/2020,7345 Connell Rd,Fairburn,GA,30213,Homeowner,Fulton
01/07/2020,3289 Blackwood Lane,Atlanta,GA,30349,Homeowner,Fulton
01/07/2020,8063 Woods Lane,Jonesboro,GA,30236,Homeowner,Clayton
01/07/2020,3209 Flint Drive,Columbus,GA,31907,Homeowner,Muscogee
01/07/2020,1019 Eldon Lane,Fairburn,GA,30213,Homeowner,Fulton
01/07/2020,3597 Liberty Ridge Trail,Marietta,GA,30062,Homeowner,Cobb
01/07/2020,623 Madison Dr,Hinesville,GA,31313,Homeowner,Liberty
01/07/2020,413 Ripsaw Ct,Grovetown,GA,30813,Homeowner,Columbia
01/07/2020,5500 Derby Ln,Douglasville,GA,30135,Homeowner,Douglas
01/07/2020,4932 Longview Run,Decatur,GA,30035,Homeowner,DeKalb
01/07/2020,2925 Fairburn Rd Sw,Atlanta,GA,30331,Homeowner,Fulton
01/07/2020,5490 Fieldfreen Dr,Cumming,GA,30028,Homeowner,Forsyth
01/07/2020,3020 Victory Circle,Columbus,GA,31909,Homeowner,Muscogee
01/07/2020,1744 S River Rd,Franklin,GA,30217,Homeowner,Heard
01/07/2020,169 Bo Hill Estates,Hartwell,GA,30643,Homeowner,Hart
01/07/2020,190 Grand Magnolia Street,Jackson,GA,30233,Homeowner,Butts
01/07/2020,1211 Berry Lane,Tifton,GA,31794,Homeowner,Tift
01/07/2020,333 Miller Road,Hogansville,GA,30230,Homeowner,Heard
01/07/2020,508 Heritage Lane,Winder,GA,30680,Homeowner,Barrow
01/07/2020,713 Low Meadow Drive,Evans,GA,30809,Homeowner,Columbia
01/07/2020,101 Shady Cove,Bremen,GA,30110,Homeowner,Haralson
01/07/2020,5233 Verdun Drive,Columbus,GA,31907,Homeowner,Muscogee
01/07/2020,1021 Maple Lane,Watkinsville,GA,30677,Homeowner,Oconee
01/07/2020,5 Kennemore Road Sw,Rome,GA,30165,Homeowner,Floyd
01/07/2020,101 Stephens Farm Drive,Canton,GA,30115,Homeowner,Cherokee
01/07/2020,1855 Engle Rd,Augusta,GA,30906,Homeowner,Richmond
01/07/2020,109 Cromartie Drive,Statesboro,GA,30458,Homeowner,Bulloch
01/07/2020,1307 Dianne Way,Winder,GA,30680,Homeowner,Barrow
01/07/2020,1334 Forest Lake Drive,Hinesville,GA,31313,Homeowner,Liberty
01/07/2020,4255 Forest Road,Columbus,GA,31907,Homeowner,Muscogee
01/07/2020,2076 Old Cedartown Rd,Cedartown,GA,30125,Homeowner,Polk
01/07/2020,729 English Oak Dr,Hinesville,GA,31313,Homeowner,Liberty
01/07/2020,6965 Edgehill Avera Rd,Gibson,GA,30810,Homeowner,Glascock
01/07/2020,975 Calhoun Rd,Hamilton,GA,31811,Homeowner,Harris
01/07/2020,930 Golden Bell Lane,Grovetown,GA,30813,Homeowner,Columbia
01/07/2020,141 Wildwood Drive,Elberton,GA,30635,Homeowner,Elbert
01/07/2020,406 Calhoun St,Reynolds,GA,31076,Homeowner,Taylor
01/07/2020,3461 Prospect Road,Rutledge,GA,30663,Homeowner,Morgan
01/07/2020,15 Etowah Drive,Dahlonega,GA,30533,Homeowner,Lumpkin
01/07/2020,3114 6th Ave,Columbus,GA,31904,Homeowner,Muscogee
01/07/2020,2809 Youth Monroe Road,Loganville,GA,30052,Homeowner,Walton
01/07/2020,2129 Houston Ave A & B,Valdosta,GA,31602,Homeowner,Lowndes
01/07/2020,4464 Ritch Haven Road,Columbus,GA,31909,Homeowner,Muscogee
01/07/2020,655 7th Ave Ne,Dawson,GA,39842,Homeowner,Terrell
01/07/2020,2739 Hickory Flat Hwy,Canton,GA,30115,Homeowner,Cherokee
01/07/2020,1434 Commonwealth Way,Hephzibah,GA,30815,Homeowner,Richmond
01/07/2020,6483 Field Stream Way,Columbus,GA,31909,Homeowner,Muscogee
01/07/2020,5151 Yosemite Dr,Columbus,GA,31907,Homeowner,Muscogee
01/07/2020,1915 Pinecliff Dr,Valdosta,GA,31602,Homeowner,Lowndes
01/07/2020,2401 John Wells Rd,Hinesville,GA,31313,Homeowner,Liberty
01/07/2020,183 Lombardy Drive,Athens,GA,30601,Homeowner,Clarke
01/07/2020,611 Aztec Lane,Albany,GA,31721,Homeowner,Dougherty
01/07/2020,952 Chesapeake Way,Columbus,GA,31907,Homeowner,Muscogee
01/07/2020,47 Mangum Ln,Pendergrass,GA,30567,Homeowner,Jackson
01/07/2020,2259 Jones Road,Sandersville,GA,31082,Homeowner,Washington
01/07/2020,118 Twilight Overlook,Canton,GA,30114,Homeowner,Cherokee
01/07/2020,516 4th Street Extension,Manchester,GA,31816,Homeowner,Meriwether
01/07/2020,1616 Cider Ln,Augusta,GA,30906,Homeowner,Richmond
01/07/2020,5028 Standifer Road,Cohutta,GA,30710,Homeowner,Whitfield
01/07/2020,248 Starling Road,Pembroke,GA,31321,Homeowner,Bulloch
01/07/2020,86 Searchlight Crt,Winder,GA,30680,Homeowner,Barrow
01/07/2020,263 Ashton Woods Drive,Martinez,GA,30907,Homeowner,Columbia
01/07/2020,1221 Nelson Street,Dalton,GA,30721,Homeowner,Whitfield
01/07/2020,138 Blake Avenue,Jackson,GA,30233,Homeowner,Butts
01/07/2020,1000 Miller Grove,Dalton,GA,30721,Homeowner,Whitfield
01/07/2020,106 Cains Crossing,Cedartown,GA,30125,Homeowner,Polk
01/07/2020,110 Lighthouse Circle,Maysville,GA,30558,Homeowner,Jackson
01/07/2020,165 Fox Road,Macon,GA,31217,Homeowner,Jones
01/07/2020,258 East Vineland Road,Augusta,GA,30904,Homeowner,Richmond
01/07/2020,226 Roy Cir,Americus,GA,31709,Homeowner,Sumter
01/07/2020,1003 Darling Avenue,Waycross,GA,31501,Homeowner,Ware
01/07/2020,3425 Deerfield Road,Loganville,GA,30052,Homeowner,Walton
01/07/2020,3652 State Hwy 128,Roberta,GA,31078,Homeowner,Crawford
01/07/2020,581 Kristin Ln,Winder,GA,30680,Homeowner,Barrow
01/07/2020,6033 Belle Meade Court,Villa Rica,GA,30180,Homeowner,Carroll
01/07/2020,280 Winslow Way,Bethlehem,GA,30620,Homeowner,Barrow
01/07/2020,355 Della Smith Lane,Canton,GA,30115,Homeowner,Cherokee
01/07/2020,6744 Hwy 115 West,Cleveland,GA,30528,Homeowner,White
01/07/2020,7523 Persimmon Tree Road,Lula,GA,30554,Homeowner,Hall
01/07/2020,6121 Mulberry Park Dr,Braselton,GA,30517,Homeowner,Hall
01/07/2020,3511 Stafford St,Hephzibah,GA,30815,Homeowner,Richmond
01/07/2020,2531 Carriage Creek,Augusta,GA,30909,Homeowner,Richmond
01/07/2020,1617 Old Canton Rd,Ball Ground,GA,30107,Homeowner,Cherokee
01/07/2020,1198 Falling Water Drive Se,Smyrna,GA,30080,Homeowner,Cobb
01/07/2020,3935 Creek Shoals Court,Ellenwood,GA,30294,Homeowner,DeKalb
01/07/2020,1968 Manhattan Parkway,Decatur,GA,30035,Homeowner,DeKalb
01/07/2020,4925 Locherby Drive,Fairburn,GA,30213,Homeowner,Fulton
01/07/2020,1201 Lynway Lane Sw,Atlanta,GA,30311,Homeowner,Fulton
01/07/2020,125 Beech Lake Ct,Roswell,GA,30076,Homeowner,Fulton
01/07/2020,3565 Spain Ferry Road,Valdosta,GA,31601,Homeowner,Lowndes
01/07/2020,1862 Sanford Road,Thomasville,GA,31757,Homeowner,Thomas
01/07/2020,2805 Bluestone Dr Sw,Atlanta,GA,30331,Homeowner,Fulton
01/07/2020,3535 Glenview Cir Sw,Atlanta,GA,30331,Homeowner,Fulton
01/07/2020,6861 John Clark Dr,Douglasville,GA,30134,Homeowner,Douglas
01/07/2020,3382 Lark Ln,Decatur,GA,30032,Homeowner,DeKalb
01/07/2020,35 Wildcat Way,Covington,GA,30016,Homeowner,Newton
01/07/2020,9197 Hopewell Rd,Lizella,GA,31052,Homeowner,Bibb
01/07/2020,56 Chimney Springs Dr Sw,Cartersville,GA,30120,Homeowner,Bartow
01/07/2020,1290 Nunnally Farm Rd,Monroe,GA,30655,Homeowner,Walton
01/07/2020,58 Hamil Court Nw,Cartersville,GA,30120,Homeowner,Bartow
01/07/2020,3606 Lexington Dr,Augusta,GA,30906,Homeowner,Richmond
01/07/2020,1533 Thornwood Ct,Jonesboro,GA,30236,Homeowner,Clayton
01/07/2020,2828 Grove Level Dr,Dalton,GA,30721,Homeowner,Whitfield
01/07/2020,9200 Brave Ct,Jonesboro,GA,30236,Homeowner,Clayton
01/07/2020,2104 Mayfair Pl,Waycross,GA,31501,Homeowner,Ware
01/07/2020,2230 Cheshire Bridge Road, Unit 507,Atlanta,GA,30324,Homeowner,Fulton
01/07/2020,3724 Lexington Ct,Gainesville,GA,30504,Homeowner,Hall
01/07/2020,1690 Chase Ridge Lane,Lawrenceville,GA,30043,Homeowner,Gwinnett
01/07/2020,175 Craines View,Covington,GA,30014,Homeowner,Newton
01/07/2020,1818 Thornhill Pass Se,Conyers,GA,30013,Homeowner,Rockdale
01/07/2020,6395 Queensdale Drive,Douglasville,GA,30135,Homeowner,Douglas
01/07/2020,239 Lake Joy Road,Perry,GA,31069,Homeowner,Houston
01/07/2020,260 Simms Road,Carrollton,GA,30117,Homeowner,Carroll
01/07/2020,3346 Creekway Drive,Decatur,GA,30034,Homeowner,DeKalb
01/07/2020,6020 Riverside Dr,Atlanta,GA,30328,Homeowner,Fulton
01/07/2020,304 Dub Walker Rd,Jackson,GA,30233,Homeowner,Butts
01/07/2020,1295 Jr Suber Road,Norman Park,GA,31771,Homeowner,Colquitt
01/07/2020,360 S Cuthbert St,Colquitt,GA,39837,Homeowner,Miller
01/07/2020,1632 Bismarck Circle,Winder,GA,30680,Homeowner,Barrow
01/07/2020,812 Castilla Way,Winder,GA,30680,Homeowner,Barrow
01/07/2020,202 Cherokee Springs Way,Woodstock,GA,30188,Homeowner,Cherokee
